1,1,0.0
1,2,.09
1,3,.20
1,4,.23
1,5,.25
1,6,.20
1,7,.03
2,2,0.0
2,5,.7
2,7,.3
3,3,0.0
3,6,1.0
4,4,0.0
4,5,85
4,7,.15
5,5,0.0
5,7,.1
5,1,.9
6,2,.3
6,4,.69
7,7,0.0
7,3,.1
7,1,.9
