1,1,.20
1,2,.05
1,3,.20
1,4,.15
1,5,.17
1,6,.20
1,7,.03
2,2,.20
2,5,.60
2,7,.2
3,3,.2
3,6,.8
4,4,.2
4,5,.7
4,7,.1
5,5,.2
5,7,.1
5,1,.7
6,2,.3
6,4,.69
7,7,.2
7,3,.1
7,1,.7
